id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-0195-3,195,Informe Policial,Sí,Sí,2025-02-11,No,
DOC-0195-4,195,Factura de Taller/Clínica,Sí,Sí,2025-02-12,No,
DOC-0195-5,195,Formulario de Reclamo,Sí,Sí,2025-02-10,No,
DOC-0196-1,196,Copia de Cédula,Sí,Sí,2025-02-04,No,
DOC-0196-2,196,Denuncia Fiscalía,Sí,Sí,2025-02-07,No,
DOC-0196-3,196,Informe Policial,Sí,Sí,2025-02-05,No,
DOC-0196-4,196,Factura de Taller/Clínica,Sí,Sí,2025-02-03,No,
DOC-0196-5,196,Formulario de Reclamo,Sí,Sí,2025-02-06,No,
DOC-0197-1,197,Copia de Cédula,Sí,Sí,2025-01-26,No,
DOC-0197-2,197,Denuncia Fiscalía,Sí,Sí,2025-01-26,Sí,Firma del taller no coincide con la registrada.
DOC-0197-3,197,Informe Policial,Sí,Sí,2025-01-23,No,
DOC-0197-4,197,Factura de Taller/Clínica,Sí,Sí,2025-01-24,No,
DOC-0197-5,197,Formulario de Reclamo,Sí,Sí,2025-01-22,No,
DOC-0198-1,198,Copia de Cédula,Sí,Sí,2025-01-10,No,
DOC-0198-2,198,Denuncia Fiscalía,Sí,Sí,2025-01-12,No,
DOC-0198-3,198,Informe Policial,Sí,Sí,2025-01-13,No,
DOC-0198-4,198,Factura de Taller/Clínica,Sí,Sí,2025-01-11,No,
DOC-0198-5,198,Formulario de Reclamo,Sí,Sí,2025-01-11,No,
DOC-0199-1,199,Copia de Cédula,Sí,Sí,2025-01-17,No,
DOC-0199-2,199,Denuncia Fiscalía,Sí,Sí,2025-01-14,No,
DOC-0199-3,199,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0199-4,199,Factura de Taller/Clínica,Sí,Sí,2025-01-17,No,
DOC-0199-5,199,Formulario de Reclamo,Sí,Sí,2025-01-16,No,
DOC-0200-1,200,Copia de Cédula,Sí,Sí,2025-01-12,No,
DOC-0200-2,200,Denuncia Fiscalía,Sí,Sí,2025-01-15,No,
DOC-0200-3,200,Informe Policial,Sí,Sí,2025-01-15,No,
DOC-0200-4,200,Factura de Taller/Clínica,Sí,Sí,2025-01-14,No,
DOC-0200-5,200,Formulario de Reclamo,Sí,Sí,2025-01-14,No,
DOC-0201-1,201,Copia de Cédula,Sí,Sí,2025-02-03,No,
DOC-0201-2,201,Denuncia Fiscalía,Sí,Sí,2025-02-02,No,
DOC-0201-3,201,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0201-4,201,Factura de Taller/Clínica,Sí,Sí,2025-01-31,No,
DOC-0201-5,201,Formulario de Reclamo,Sí,Sí,2025-02-04,No,
DOC-0202-1,202,Copia de Cédula,Sí,Sí,2025-03-01,No,
DOC-0202-2,202,Denuncia Fiscalía,Sí,Sí,2025-03-01,No,
DOC-0202-3,202,Informe Policial,Sí,Sí,2025-02-28,No,
DOC-0202-4,202,Factura de Taller/Clínica,Sí,Sí,2025-02-28,No,
DOC-0202-5,202,Formulario de Reclamo,Sí,Sí,2025-03-01,No,
DOC-0203-1,203,Copia de Cédula,Sí,Sí,2025-01-16,No,
DOC-0203-2,203,Denuncia Fiscalía,Sí,Sí,2025-01-19,No,
DOC-0203-3,203,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0203-4,203,Factura de Taller/Clínica,Sí,Sí,2025-01-17,No,
DOC-0203-5,203,Formulario de Reclamo,Sí,Sí,2025-01-20,No,
DOC-0204-1,204,Copia de Cédula,Sí,Sí,2025-02-13,No,
DOC-0204-2,204,Denuncia Fiscalía,Sí,Sí,2025-02-16,No,
DOC-0204-3,204,Informe Policial,Sí,Sí,2025-02-14,No,
DOC-0204-4,204,Factura de Taller/Clínica,Sí,Sí,2025-02-13,No,
DOC-0204-5,204,Formulario de Reclamo,Sí,Sí,2025-02-16,No,
DOC-0205-1,205,Copia de Cédula,Sí,Sí,2025-02-02,No,
DOC-0205-2,205,Denuncia Fiscalía,Sí,Sí,2025-02-01,No,
DOC-0205-3,205,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0205-4,205,Factura de Taller/Clínica,Sí,Sí,2025-02-01,No,
DOC-0205-5,205,Formulario de Reclamo,Sí,Sí,2025-02-02,No,
DOC-0206-1,206,Copia de Cédula,Sí,Sí,2025-02-11,No,
DOC-0206-2,206,Denuncia Fiscalía,Sí,Sí,2025-02-12,No,
DOC-0206-3,206,Informe Policial,Sí,Sí,2025-02-10,No,
DOC-0206-4,206,Factura de Taller/Clínica,Sí,Sí,2025-02-08,No,
DOC-0206-5,206,Formulario de Reclamo,Sí,Sí,2025-02-09,No,
DOC-0207-1,207,Copia de Cédula,Sí,Sí,2025-02-24,No,
DOC-0207-2,207,Denuncia Fiscalía,Sí,Sí,2025-02-25,No,
DOC-0207-3,207,Informe Policial,Sí,Sí,2025-02-24,No,
DOC-0207-4,207,Factura de Taller/Clínica,Sí,Sí,2025-02-25,No,
DOC-0207-5,207,Formulario de Reclamo,Sí,Sí,2025-02-27,No,
DOC-0208-1,208,Copia de Cédula,Sí,Sí,2025-02-26,No,
DOC-0208-2,208,Denuncia Fiscalía,Sí,Sí,2025-02-26,No,
DOC-0208-3,208,Informe Policial,Sí,Sí,2025-02-25,No,
DOC-0208-4,208,Factura de Taller/Clínica,Sí,Sí,2025-02-26,No,
DOC-0208-5,208,Formulario de Reclamo,Sí,Sí,2025-02-24,No,
DOC-0209-1,209,Copia de Cédula,Sí,Sí,2025-01-10,No,
DOC-0209-2,209,Denuncia Fiscalía,Sí,Sí,2025-01-10,No,
DOC-0209-3,209,Informe Policial,Sí,Sí,2025-01-09,No,
DOC-0209-4,209,Factura de Taller/Clínica,Sí,Sí,2025-01-06,No,
DOC-0209-5,209,Formulario de Reclamo,Sí,Sí,2025-01-08,No,
DOC-0210-1,210,Copia de Cédula,Sí,Sí,2025-01-14,No,
DOC-0210-2,210,Denuncia Fiscalía,Sí,Sí,2025-01-13,No,
DOC-0210-3,210,Informe Policial,Sí,Sí,2025-01-14,No,
DOC-0210-4,210,Factura de Taller/Clínica,Sí,Sí,2025-01-12,No,
DOC-0210-5,210,Formulario de Reclamo,Sí,Sí,2025-01-12,No,
DOC-0211-1,211,Copia de Cédula,Sí,Sí,2025-02-01,No,
DOC-0211-2,211,Denuncia Fiscalía,Sí,Sí,2025-02-01,No,
DOC-0211-3,211,Informe Policial,Sí,Sí,2025-02-04,No,
DOC-0211-4,211,Factura de Taller/Clínica,Sí,Sí,2025-02-05,No,
DOC-0211-5,211,Formulario de Reclamo,Sí,Sí,2025-02-04,No,
DOC-0212-1,212,Copia de Cédula,Sí,Sí,2025-01-05,No,
DOC-0212-2,212,Denuncia Fiscalía,Sí,Sí,2025-01-06,No,
DOC-0212-3,212,Informe Policial,Sí,Sí,2025-01-07,No,
DOC-0212-4,212,Factura de Taller/Clínica,Sí,Sí,2025-01-06,No,
DOC-0212-5,212,Formulario de Reclamo,Sí,Sí,2025-01-06,No,
DOC-0213-1,213,Copia de Cédula,Sí,Sí,2025-01-25,No,
DOC-0213-2,213,Denuncia Fiscalía,Sí,Sí,2025-01-25,No,
DOC-0213-3,213,Informe Policial,Sí,Sí,2025-01-23,No,
DOC-0213-4,213,Factura de Taller/Clínica,Sí,Sí,2025-01-24,No,
DOC-0213-5,213,Formulario de Reclamo,Sí,Sí,2025-01-24,No,
DOC-0214-1,214,Copia de Cédula,Sí,Sí,2025-01-25,No,
DOC-0214-2,214,Denuncia Fiscalía,Sí,Sí,2025-01-26,No,
DOC-0214-3,214,Informe Policial,Sí,Sí,2025-01-26,No,
DOC-0214-4,214,Factura de Taller/Clínica,Sí,Sí,2025-01-24,No,
DOC-0214-5,214,Formulario de Reclamo,Sí,Sí,2025-01-28,No,
DOC-0215-1,215,Copia de Cédula,Sí,Sí,2025-01-22,No,
DOC-0215-2,215,Denuncia Fiscalía,Sí,Sí,2025-01-19,Sí,Firma del taller no coincide con la registrada.
DOC-0215-3,215,Informe Policial,Sí,Sí,2025-01-21,No,
DOC-0215-4,215,Factura de Taller/Clínica,Sí,Sí,2025-01-20,No,
DOC-0215-5,215,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0216-1,216,Copia de Cédula,Sí,Sí,2025-02-08,No,
DOC-0216-2,216,Denuncia Fiscalía,No,No,,No,
DOC-0216-3,216,Informe Policial,Sí,Sí,2025-02-05,No,
DOC-0216-4,216,Factura de Taller/Clínica,No,No,,No,
DOC-0216-5,216,Formulario de Reclamo,Sí,Sí,2025-02-08,No,
DOC-0217-1,217,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0217-2,217,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0217-3,217,Informe Policial,Sí,Sí,2025-01-09,No,
DOC-0217-4,217,Factura de Taller/Clínica,Sí,Sí,2025-01-05,No,
DOC-0217-5,217,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0218-1,218,Copia de Cédula,Sí,Sí,2025-02-12,No,
DOC-0218-2,218,Denuncia Fiscalía,Sí,Sí,2025-02-12,No,
DOC-0218-3,218,Informe Policial,Sí,Sí,2025-02-11,No,
DOC-0218-4,218,Factura de Taller/Clínica,Sí,Sí,2025-02-08,No,
DOC-0218-5,218,Formulario de Reclamo,Sí,Sí,2025-02-10,No,
DOC-0219-1,219,Copia de Cédula,Sí,Sí,2025-02-22,No,
DOC-0219-2,219,Denuncia Fiscalía,No,No,,No,
DOC-0219-3,219,Informe Policial,No,No,,No,
DOC-0219-4,219,Factura de Taller/Clínica,No,No,,No,
DOC-0219-5,219,Formulario de Reclamo,Sí,Sí,2025-02-22,No,
DOC-0220-1,220,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0220-2,220,Denuncia Fiscalía,Sí,Sí,2025-01-11,No,
DOC-0220-3,220,Informe Policial,Sí,Sí,2025-01-08,No,
DOC-0220-4,220,Factura de Taller/Clínica,Sí,Sí,2025-01-09,No,
DOC-0220-5,220,Formulario de Reclamo,Sí,Sí,2025-01-11,No,
DOC-0221-1,221,Copia de Cédula,Sí,Sí,2025-02-20,No,
DOC-0221-2,221,Denuncia Fiscalía,Sí,Sí,2025-02-23,No,
DOC-0221-3,221,Informe Policial,Sí,Sí,2025-02-23,No,
DOC-0221-4,221,Factura de Taller/Clínica,Sí,Sí,2025-02-21,No,
DOC-0221-5,221,Formulario de Reclamo,Sí,Sí,2025-02-22,No,
DOC-0222-1,222,Copia de Cédula,Sí,Sí,2025-02-19,No,
DOC-0222-2,222,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0222-3,222,Informe Policial,Sí,Sí,2025-02-20,No,
DOC-0222-4,222,Factura de Taller/Clínica,Sí,Sí,2025-02-21,No,
DOC-0222-5,222,Formulario de Reclamo,Sí,Sí,2025-02-22,No,
DOC-0223-1,223,Copia de Cédula,Sí,Sí,2025-02-02,No,
DOC-0223-2,223,Denuncia Fiscalía,Sí,Sí,2025-02-05,No,
DOC-0223-3,223,Informe Policial,Sí,Sí,2025-02-03,No,
DOC-0223-4,223,Factura de Taller/Clínica,Sí,Sí,2025-02-02,No,
DOC-0223-5,223,Formulario de Reclamo,Sí,Sí,2025-02-04,No,
DOC-0224-1,224,Copia de Cédula,Sí,Sí,2025-01-07,No,
DOC-0224-2,224,Denuncia Fiscalía,Sí,Sí,2025-01-07,No,
DOC-0224-3,224,Informe Policial,Sí,Sí,2025-01-08,No,
DOC-0224-4,224,Factura de Taller/Clínica,Sí,Sí,2025-01-06,No,
DOC-0224-5,224,Formulario de Reclamo,Sí,Sí,2025-01-06,No,
DOC-0225-1,225,Copia de Cédula,Sí,Sí,2025-01-19,No,
DOC-0225-2,225,Denuncia Fiscalía,Sí,Sí,2025-01-17,No,
DOC-0225-3,225,Informe Policial,Sí,Sí,2025-01-15,No,
DOC-0225-4,225,Factura de Taller/Clínica,Sí,Sí,2025-01-19,No,
DOC-0225-5,225,Formulario de Reclamo,Sí,Sí,2025-01-18,No,
DOC-0226-1,226,Copia de Cédula,Sí,Sí,2025-01-30,No,
DOC-0226-2,226,Denuncia Fiscalía,Sí,Sí,2025-01-27,No,
DOC-0226-3,226,Informe Policial,Sí,Sí,2025-01-26,No,
DOC-0226-4,226,Factura de Taller/Clínica,Sí,Sí,2025-01-29,No,
DOC-0226-5,226,Formulario de Reclamo,Sí,Sí,2025-01-28,No,
DOC-0227-1,227,Copia de Cédula,Sí,Sí,2025-02-20,No,
DOC-0227-2,227,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0227-3,227,Informe Policial,Sí,Sí,2025-02-21,No,
DOC-0227-4,227,Factura de Taller/Clínica,Sí,Sí,2025-02-22,No,
DOC-0227-5,227,Formulario de Reclamo,Sí,Sí,2025-02-23,No,
DOC-0228-1,228,Copia de Cédula,Sí,Sí,2025-02-14,No,
DOC-0228-2,228,Denuncia Fiscalía,Sí,Sí,2025-02-16,No,
DOC-0228-3,228,Informe Policial,Sí,Sí,2025-02-15,No,
DOC-0228-4,228,Factura de Taller/Clínica,Sí,Sí,2025-02-15,No,
DOC-0228-5,228,Formulario de Reclamo,Sí,Sí,2025-02-16,No,
DOC-0229-1,229,Copia de Cédula,Sí,Sí,2025-02-18,No,
DOC-0229-2,229,Denuncia Fiscalía,Sí,Sí,2025-02-15,No,
DOC-0229-3,229,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0229-4,229,Factura de Taller/Clínica,Sí,Sí,2025-02-18,No,
DOC-0229-5,229,Formulario de Reclamo,Sí,Sí,2025-02-18,No,
DOC-0230-1,230,Copia de Cédula,Sí,Sí,2025-01-10,No,
DOC-0230-2,230,Denuncia Fiscalía,Sí,Sí,2025-01-08,No,
DOC-0230-3,230,Informe Policial,Sí,Sí,2025-01-08,No,
DOC-0230-4,230,Factura de Taller/Clínica,Sí,Sí,2025-01-07,No,
DOC-0230-5,230,Formulario de Reclamo,Sí,Sí,2025-01-11,No,
DOC-0231-1,231,Copia de Cédula,Sí,Sí,2025-02-10,No,
DOC-0231-2,231,Denuncia Fiscalía,Sí,Sí,2025-02-10,No,
DOC-0231-3,231,Informe Policial,Sí,Sí,2025-02-07,No,
DOC-0231-4,231,Factura de Taller/Clínica,Sí,Sí,2025-02-09,No,
DOC-0231-5,231,Formulario de Reclamo,Sí,Sí,2025-02-09,No,
DOC-0232-1,232,Copia de Cédula,Sí,Sí,2025-02-17,No,
DOC-0232-2,232,Denuncia Fiscalía,Sí,Sí,2025-02-15,No,
DOC-0232-3,232,Informe Policial,Sí,Sí,2025-02-15,No,
DOC-0232-4,232,Factura de Taller/Clínica,Sí,Sí,2025-02-18,No,
DOC-0232-5,232,Formulario de Reclamo,Sí,Sí,2025-02-15,No,
DOC-0233-1,233,Copia de Cédula,Sí,Sí,2025-02-17,No,
DOC-0233-2,233,Denuncia Fiscalía,Sí,Sí,2025-02-19,No,
DOC-0233-3,233,Informe Policial,Sí,Sí,2025-02-16,No,
DOC-0233-4,233,Factura de Taller/Clínica,Sí,Sí,2025-02-20,No,
DOC-0233-5,233,Formulario de Reclamo,Sí,Sí,2025-02-19,No,
DOC-0234-1,234,Copia de Cédula,Sí,Sí,2025-01-11,No,
DOC-0234-2,234,Denuncia Fiscalía,Sí,Sí,2025-01-12,No,
DOC-0234-3,234,Informe Policial,Sí,Sí,2025-01-12,No,
DOC-0234-4,234,Factura de Taller/Clínica,Sí,Sí,2025-01-11,No,
DOC-0234-5,234,Formulario de Reclamo,Sí,Sí,2025-01-10,No,
DOC-0235-1,235,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0235-2,235,Denuncia Fiscalía,Sí,Sí,2025-02-06,No,
DOC-0235-3,235,Informe Policial,Sí,Sí,2025-02-03,No,
DOC-0235-4,235,Factura de Taller/Clínica,No,No,,No,
DOC-0235-5,235,Formulario de Reclamo,Sí,Sí,2025-02-02,No,
DOC-0236-1,236,Copia de Cédula,Sí,Sí,2025-01-23,No,
DOC-0236-2,236,Denuncia Fiscalía,Sí,Sí,2025-01-21,No,
DOC-0236-3,236,Informe Policial,Sí,Sí,2025-01-23,No,
DOC-0236-4,236,Factura de Taller/Clínica,Sí,Sí,2025-01-24,No,
DOC-0236-5,236,Formulario de Reclamo,Sí,Sí,2025-01-22,No,
DOC-0237-1,237,Copia de Cédula,Sí,Sí,2025-01-08,No,
DOC-0237-2,237,Denuncia Fiscalía,Sí,Sí,2025-01-10,No,
DOC-0237-3,237,Informe Policial,Sí,Sí,2025-01-11,No,
DOC-0237-4,237,Factura de Taller/Clínica,Sí,Sí,2025-01-08,No,
DOC-0237-5,237,Formulario de Reclamo,Sí,Sí,2025-01-12,No,
DOC-0238-1,238,Copia de Cédula,Sí,Sí,2025-01-10,No,
DOC-0238-2,238,Denuncia Fiscalía,Sí,Sí,2025-01-09,No,
DOC-0238-3,238,Informe Policial,Sí,Sí,2025-01-12,No,
DOC-0238-4,238,Factura de Taller/Clínica,Sí,Sí,2025-01-12,No,
DOC-0238-5,238,Formulario de Reclamo,Sí,Sí,2025-01-09,No,
DOC-0239-1,239,Copia de Cédula,Sí,Sí,2025-02-16,No,
DOC-0239-2,239,Denuncia Fiscalía,Sí,Sí,2025-02-17,No,
DOC-0239-3,239,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0239-4,239,Factura de Taller/Clínica,Sí,Sí,2025-02-17,No,
DOC-0239-5,239,Formulario de Reclamo,Sí,Sí,2025-02-17,No,
DOC-0240-1,240,Copia de Cédula,Sí,Sí,2025-02-07,No,
DOC-0240-2,240,Denuncia Fiscalía,Sí,Sí,2025-02-09,No,
DOC-0240-3,240,Informe Policial,Sí,Sí,2025-02-07,No,
DOC-0240-4,240,Factura de Taller/Clínica,Sí,Sí,2025-02-09,No,
DOC-0240-5,240,Formulario de Reclamo,Sí,Sí,2025-02-09,No,
DOC-0241-1,241,Copia de Cédula,Sí,Sí,2025-01-25,No,
DOC-0241-2,241,Denuncia Fiscalía,Sí,Sí,2025-01-27,No,
DOC-0241-3,241,Informe Policial,Sí,Sí,2025-01-25,No,
DOC-0241-4,241,Factura de Taller/Clínica,Sí,Sí,2025-01-26,No,
DOC-0241-5,241,Formulario de Reclamo,Sí,Sí,2025-01-26,No,
DOC-0242-1,242,Copia de Cédula,Sí,Sí,2025-02-01,No,
DOC-0242-2,242,Denuncia Fiscalía,No,No,,No,
DOC-0242-3,242,Informe Policial,Sí,Sí,2025-02-02,No,
DOC-0242-4,242,Factura de Taller/Clínica,Sí,Sí,2025-01-30,No,
DOC-0242-5,242,Formulario de Reclamo,Sí,Sí,2025-02-03,No,
DOC-0243-1,243,Copia de Cédula,Sí,Sí,2025-01-31,No,
DOC-0243-2,243,Denuncia Fiscalía,Sí,Sí,2025-01-31,No,
DOC-0243-3,243,Informe Policial,Sí,Sí,2025-01-31,No,
DOC-0243-4,243,Factura de Taller/Clínica,Sí,Sí,2025-02-03,No,
DOC-0243-5,243,Formulario de Reclamo,Sí,Sí,2025-02-01,No,
DOC-0244-1,244,Copia de Cédula,Sí,Sí,2025-02-08,No,
DOC-0244-2,244,Denuncia Fiscalía,Sí,Sí,2025-02-04,No,
DOC-0244-3,244,Informe Policial,Sí,Sí,2025-02-04,No,
DOC-0244-4,244,Factura de Taller/Clínica,Sí,Sí,2025-02-05,No,
DOC-0244-5,244,Formulario de Reclamo,Sí,Sí,2025-02-06,No,
DOC-0245-1,245,Copia de Cédula,Sí,Sí,2024-12-30,No,
DOC-0245-2,245,Denuncia Fiscalía,Sí,Sí,2025-01-01,No,
DOC-0245-3,245,Informe Policial,Sí,Sí,2024-12-30,No,
DOC-0245-4,245,Factura de Taller/Clínica,Sí,Sí,2025-01-01,No,
DOC-0245-5,245,Formulario de Reclamo,Sí,Sí,2025-01-02,No,
DOC-0246-1,246,Copia de Cédula,Sí,Sí,2025-01-17,No,
DOC-0246-2,246,Denuncia Fiscalía,No,No,,No,
DOC-0246-3,246,Informe Policial,Sí,Sí,2025-01-18,No,
DOC-0246-4,246,Factura de Taller/Clínica,No,No,,No,
DOC-0246-5,246,Formulario de Reclamo,Sí,Sí,2025-01-17,No,
DOC-0247-1,247,Copia de Cédula,Sí,Sí,2025-01-19,No,
DOC-0247-2,247,Denuncia Fiscalía,Sí,Sí,2025-01-19,No,
DOC-0247-3,247,Informe Policial,Sí,Sí,2025-01-17,No,
DOC-0247-4,247,Factura de Taller/Clínica,Sí,Sí,2025-01-19,No,
DOC-0247-5,247,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0248-1,248,Copia de Cédula,Sí,Sí,2025-01-31,No,
DOC-0248-2,248,Denuncia Fiscalía,No,No,,Sí,Firma del taller no coincide con la registrada.
DOC-0248-3,248,Informe Policial,Sí,Sí,2025-02-01,No,
DOC-0248-4,248,Factura de Taller/Clínica,No,No,,No,
DOC-0248-5,248,Formulario de Reclamo,Sí,Sí,2025-01-31,No,
DOC-0249-1,249,Copia de Cédula,Sí,Sí,2025-01-04,No,
DOC-0249-2,249,Denuncia Fiscalía,Sí,Sí,2025-01-03,No,
DOC-0249-3,249,Informe Policial,Sí,Sí,2025-01-02,No,
DOC-0249-4,249,Factura de Taller/Clínica,Sí,Sí,2025-01-02,No,
DOC-0249-5,249,Formulario de Reclamo,Sí,Sí,2025-01-02,No,
DOC-0250-1,250,Copia de Cédula,Sí,Sí,2025-02-22,No,
DOC-0250-2,250,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0250-3,250,Informe Policial,Sí,Sí,2025-02-18,No,
DOC-0250-4,250,Factura de Taller/Clínica,Sí,Sí,2025-02-22,No,
DOC-0250-5,250,Formulario de Reclamo,Sí,Sí,2025-02-19,No,
DOC-0251-1,251,Copia de Cédula,Sí,Sí,2025-02-05,No,
DOC-0251-2,251,Denuncia Fiscalía,Sí,Sí,2025-02-03,No,
DOC-0251-3,251,Informe Policial,Sí,Sí,2025-02-06,No,
DOC-0251-4,251,Factura de Taller/Clínica,Sí,Sí,2025-02-04,No,
DOC-0251-5,251,Formulario de Reclamo,Sí,Sí,2025-02-04,No,
DOC-0252-1,252,Copia de Cédula,Sí,Sí,2025-02-26,No,
DOC-0252-2,252,Denuncia Fiscalía,Sí,Sí,2025-03-01,No,
DOC-0252-3,252,Informe Policial,Sí,Sí,2025-02-26,No,
DOC-0252-4,252,Factura de Taller/Clínica,Sí,Sí,2025-02-25,No,
DOC-0252-5,252,Formulario de Reclamo,Sí,Sí,2025-02-28,No,
DOC-0253-1,253,Copia de Cédula,Sí,Sí,2025-01-27,No,
DOC-0253-2,253,Denuncia Fiscalía,Sí,Sí,2025-01-26,No,
DOC-0253-3,253,Informe Policial,Sí,Sí,2025-01-25,No,
DOC-0253-4,253,Factura de Taller/Clínica,Sí,Sí,2025-01-27,No,
DOC-0253-5,253,Formulario de Reclamo,Sí,Sí,2025-01-27,No,
DOC-0254-1,254,Copia de Cédula,Sí,Sí,2025-01-27,Sí,Firma del taller no coincide con la registrada.
DOC-0254-2,254,Denuncia Fiscalía,Sí,Sí,2025-01-28,No,
DOC-0254-3,254,Informe Policial,Sí,Sí,2025-01-24,No,
DOC-0254-4,254,Factura de Taller/Clínica,Sí,Sí,2025-01-25,No,
DOC-0254-5,254,Formulario de Reclamo,Sí,Sí,2025-01-27,No,
DOC-0255-1,255,Copia de Cédula,Sí,Sí,2025-01-13,No,
DOC-0255-2,255,Denuncia Fiscalía,Sí,Sí,2025-01-12,No,
DOC-0255-3,255,Informe Policial,Sí,Sí,2025-01-11,No,
DOC-0255-4,255,Factura de Taller/Clínica,No,No,,No,
DOC-0255-5,255,Formulario de Reclamo,Sí,Sí,2025-01-13,No,
DOC-0256-1,256,Copia de Cédula,Sí,Sí,2025-01-16,No,
DOC-0256-2,256,Denuncia Fiscalía,Sí,Sí,2025-01-12,No,
DOC-0256-3,256,Informe Policial,Sí,Sí,2025-01-16,No,
DOC-0256-4,256,Factura de Taller/Clínica,Sí,Sí,2025-01-12,No,
DOC-0256-5,256,Formulario de Reclamo,Sí,Sí,2025-01-14,No,
DOC-0257-1,257,Copia de Cédula,Sí,Sí,2025-02-22,No,
DOC-0257-2,257,Denuncia Fiscalía,Sí,Sí,2025-02-20,No,
DOC-0257-3,257,Informe Policial,Sí,Sí,2025-02-24,No,
DOC-0257-4,257,Factura de Taller/Clínica,Sí,Sí,2025-02-20,No,
DOC-0257-5,257,Formulario de Reclamo,Sí,Sí,2025-02-21,No,
DOC-0258-1,258,Copia de Cédula,Sí,Sí,2025-01-15,No,
DOC-0258-2,258,Denuncia Fiscalía,Sí,Sí,2025-01-16,No,
DOC-0258-3,258,Informe Policial,Sí,Sí,2025-01-17,No,
DOC-0258-4,258,Factura de Taller/Clínica,Sí,Sí,2025-01-16,No,
DOC-0258-5,258,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0259-1,259,Copia de Cédula,Sí,Sí,2025-01-31,No,
DOC-0259-2,259,Denuncia Fiscalía,Sí,Sí,2025-02-01,No,
DOC-0259-3,259,Informe Policial,Sí,Sí,2025-02-01,No,
DOC-0259-4,259,Factura de Taller/Clínica,Sí,Sí,2025-02-04,No,
DOC-0259-5,259,Formulario de Reclamo,Sí,Sí,2025-02-01,No,
DOC-0260-1,260,Copia de Cédula,Sí,Sí,2025-01-06,No,
DOC-0260-2,260,Denuncia Fiscalía,Sí,Sí,2025-01-05,No,
DOC-0260-3,260,Informe Policial,Sí,Sí,2025-01-08,No,
DOC-0260-4,260,Factura de Taller/Clínica,Sí,Sí,2025-01-09,No,
DOC-0260-5,260,Formulario de Reclamo,Sí,Sí,2025-01-07,No,
DOC-0261-1,261,Copia de Cédula,Sí,Sí,2025-01-31,No,
DOC-0261-2,261,Denuncia Fiscalía,Sí,Sí,2025-02-04,No,
DOC-0261-3,261,Informe Policial,Sí,Sí,2025-02-03,No,
DOC-0261-4,261,Factura de Taller/Clínica,Sí,Sí,2025-02-01,No,
DOC-0261-5,261,Formulario de Reclamo,Sí,Sí,2025-02-01,No,
DOC-0262-1,262,Copia de Cédula,Sí,Sí,2025-02-05,Sí,Firma del taller no coincide con la registrada.
DOC-0262-2,262,Denuncia Fiscalía,Sí,Sí,2025-02-07,No,
DOC-0262-3,262,Informe Policial,Sí,Sí,2025-02-07,No,
DOC-0262-4,262,Factura de Taller/Clínica,Sí,Sí,2025-02-07,No,
DOC-0262-5,262,Formulario de Reclamo,Sí,Sí,2025-02-05,No,
DOC-0263-1,263,Copia de Cédula,Sí,Sí,2025-01-17,No,
DOC-0263-2,263,Denuncia Fiscalía,Sí,Sí,2025-01-16,No,
DOC-0263-3,263,Informe Policial,No,No,,No,
DOC-0263-4,263,Factura de Taller/Clínica,No,No,,No,
DOC-0263-5,263,Formulario de Reclamo,Sí,Sí,2025-01-19,No,
DOC-0264-1,264,Copia de Cédula,Sí,Sí,2025-01-11,No,
DOC-0264-2,264,Denuncia Fiscalía,Sí,Sí,2025-01-11,No,
DOC-0264-3,264,Informe Policial,Sí,Sí,2025-01-09,No,
DOC-0264-4,264,Factura de Taller/Clínica,Sí,Sí,2025-01-11,No,
DOC-0264-5,264,Formulario de Reclamo,Sí,Sí,2025-01-12,No,
DOC-0265-1,265,Copia de Cédula,Sí,Sí,2025-01-30,No,
DOC-0265-2,265,Denuncia Fiscalía,Sí,Sí,2025-01-29,No,
DOC-0265-3,265,Informe Policial,Sí,Sí,2025-01-28,No,
DOC-0265-4,265,Factura de Taller/Clínica,Sí,Sí,2025-01-31,No,
DOC-0265-5,265,Formulario de Reclamo,Sí,Sí,2025-01-31,No,
DOC-0266-1,266,Copia de Cédula,Sí,Sí,2025-01-27,No,
DOC-0266-2,266,Denuncia Fiscalía,Sí,Sí,2025-01-24,No,
