id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,placa_vehiculo,id_proveedor
196,POL-212580,ASEG-100496,Vehículos,Choque,2025-02-02,2025-02-03,55680.0,46868.23,46868.23,Pago Total,Machala,Se reporta la rotura del parabrisas delantero del Saab 95 (2006) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Autoservicio Cuenca,192,173,1,1,0,ORF-1318,PROV-105
197,POL-602410,ASEG-100081,Vehículos,Robo,2025-01-21,2025-01-24,5300.0,4723.6,0.0,Negativa,Machala,Se reporta choque frontal severo de Jeep Grand Cherokee contra un objeto fijo en la calle Av. Las Palmeras de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Perito Sospechoso,252,113,3,1,1,OUX-8743,PROV-117
198,POL-976971,ASEG-100312,Vehículos,Daño material,2025-01-09,2025-01-12,5200.0,4571.4,4571.4,Pago Total,Cuenca,Se reporta la rotura del parabrisas delantero del Accura MDX (2006) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Dra. María Cabrera (Perito),54,311,3,0,0,ABH-0311,PROV-113
199,POL-630226,ASEG-100203,Vehículos,Choque,2025-01-13,2025-01-16,59400.0,48663.89,48663.89,Liquidado,Machala,El asegurado reporta un choque por alcance en la calle Av. Madero Vargas de la ciudad de Machala. Su Honda Civic (2014) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,57,308,3,2,0,OUA-3534,PROV-102
200,POL-171254,ASEG-100379,Vehículos,Robo,2025-01-10,2025-01-13,2520.0,2077.9,1422.97,Pago Parcial,Azogues,El cliente reporta el robo parcial de los accesorios de su BMW 3 Series (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 24 de Mayo de Azogues.,Sí,Ing. Carlos Mendoza (Perito),272,93,3,1,0,UCE-4780,PROV-110
201,POL-247116,ASEG-100024,Hogar,Incendio,2025-01-30,2025-01-30,30640.59,25800.91,25800.91,Pago Total,Loja,El cliente reporta el robo parcial de los accesorios de su Suburu Impreza (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle 18 de Noviembre de Loja.,Sí,Otro,77,288,0,0,0,,PROV-105
202,POL-505969,ASEG-100136,Vehículos,Choque,2025-02-25,2025-02-27,76700.0,57793.74,29999.19,Pago Parcial,Loja,El asegurado reporta un choque por alcance en la calle Av. Manuel Agustín Aguirre de la ciudad de Loja. Su Suburu Legacy (2006) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Autoservicio Cuenca,228,137,2,3,0,LCT-5315,PROV-105
203,POL-653864,ASEG-100352,Vehículos,Daño material,2025-01-15,2025-01-18,5920.0,4530.62,1881.63,Pago Parcial,Cuenca,El cliente reporta el robo parcial de los accesorios de su Chevrolet Malibu (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 12 de Abril de Cuenca.,Sí,Enderezada y Pintura Lojanita,35,330,3,0,0,AJZ-0974,PROV-104
204,POL-586367,ASEG-100133,Vehículos,Choque,2025-02-12,2025-02-13,64350.0,53078.92,25800.8,Pago Parcial,Azogues,Se reporta la rotura del parabrisas delantero del Chevrolet Tahoe (2009) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Azogues. Sin terceras personas lesionadas.,Sí,Ing. Carlos Mendoza (Perito),40,325,1,2,0,UTU-2669,PROV-110
205,POL-896890,ASEG-100336,Salud,Atención médica,2025-01-28,2025-01-31,381.73,303.46,303.46,Liquidado,Cuenca,"El conductor reporta que al transitar por Av. de las Américas en Cuenca, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Saab 93.",Sí,Clínica La Cigüeña Machala,177,188,3,2,0,,PROV-105
206,POL-650026,ASEG-100168,Vehículos,Choque,2025-02-07,2025-02-10,54400.0,40936.73,21608.74,Pago Parcial,Loja,Se reporta la rotura del parabrisas delantero del BMW M5 (2011) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Hospital Santa Inés Cuenca,300,65,3,3,0,LMT-2662,PROV-107
207,POL-547744,ASEG-100382,Vehículos,Choque,2025-02-23,2025-02-25,59800.0,45203.59,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Ford F150 contra un objeto fijo en la calle Av. Salvador Bustamante Celi de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Autoservicio Cuenca,254,111,2,2,1,LZA-9542,PROV-105
208,POL-598124,ASEG-100281,Vehículos,Choque,2025-02-22,2025-02-23,72000.0,66966.61,35342.39,Pago Parcial,Zamora,"El conductor reporta que al transitar por Calle Sevilla de Oro en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Audi A3.",Sí,Clínica Hospital Municipal Loja,229,136,1,0,0,VRR-6655,PROV-106
209,POL-436126,ASEG-100473,Vehículos,Choque,2025-01-05,2025-01-07,65070.0,55734.61,39302.6,Pago Parcial,Machala,"Se reporta un choque lateral en la intersección de la calle Calle Rocafuerte en Machala. El conductor de un Mercedes C300 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Hospital Santa Inés Cuenca,16,349,2,3,0,OJQ-9466,PROV-107
210,POL-739447,ASEG-100312,Vehículos,Daño material,2025-01-11,2025-01-14,8800.0,8275.25,8275.25,Pago Total,Cuenca,El cliente reporta el robo parcial de los accesorios de su Suburu Legacy (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. de las Américas de Cuenca.,Sí,Tecnicentro El Oro,61,304,3,0,0,AOW-8138,PROV-103
211,POL-427484,ASEG-100105,Vehículos,Robo,2025-01-31,2025-02-03,6120.0,5426.81,4319.12,Pago Parcial,Loja,"Se reporta un choque lateral en la intersección de la calle Av. Salvador Bustamante Celi en Loja. El conductor de un Toyota Corolla indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica La Cigüeña Machala,140,225,3,0,0,LNC-6391,PROV-108
212,POL-218684,ASEG-100441,Vehículos,Robo,2025-01-02,2025-01-05,7080.0,6560.83,6560.83,Liquidado,Machala,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Machala. Su Dodge RAM (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,148,217,3,0,0,OQN-0472,PROV-102
213,POL-565564,ASEG-100403,Vehículos,Choque,2025-01-21,2025-01-22,34320.0,30942.5,30942.5,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Av. 24 de Mayo de la ciudad de Azogues. Su Volkswagen Passat (2009) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Multiservicios Loja Car,149,216,1,3,0,UJR-1242,PROV-102
214,POL-743163,ASEG-100151,Vehículos,Choque,2025-01-23,2025-01-25,53460.0,48235.06,0.0,Negativa,Zamora,"El conductor declara haber perdido el control de su Dodge Neon a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Calle Sevilla de Oro en Zamora, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",Sí,Clínica La Cigüeña Machala,33,332,2,0,1,VOS-3753,PROV-108
215,POL-604614,ASEG-100155,Vehículos,Choque,2025-01-18,2025-01-20,81360.0,67623.9,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Suburu Legacy contra un objeto fijo en la calle Av. de las Américas de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Autoservicio Cuenca,279,86,2,3,1,AWI-3841,PROV-105
216,POL-509928,ASEG-100332,Vehículos,Choque,2025-02-03,2025-02-03,81070.0,75364.86,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Audi A3 contra un objeto fijo en la calle Av. Manuel Agustín Aguirre de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica La Cigüeña Machala,283,82,0,3,1,LYN-2985,PROV-108
217,POL-593390,ASEG-100136,Salud,Atención médica,2025-01-04,2025-01-05,2727.81,2118.17,898.84,Pago Parcial,Loja,"Se reporta un choque lateral en la intersección de la calle Av. Salvador Bustamante Celi en Loja. El conductor de un Audi A5 indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,47,318,1,3,0,,PROV-105
218,POL-970607,ASEG-100404,Vehículos,Robo,2025-02-07,2025-02-10,7200.0,6036.33,2891.15,Pago Parcial,Machala,El cliente reporta el robo parcial de los accesorios de su BMW X5 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. 25 de Junio de Machala.,Sí,Enderezada y Pintura Lojanita,74,291,3,1,0,OFM-5581,PROV-104
219,POL-174701,ASEG-100386,Vehículos,Choque,2025-02-20,2025-02-21,70290.0,59946.13,0.0,Cierre Sin Consecuencia,Zamora,Se reporta choque frontal severo de Saab 92x contra un objeto fijo en la calle Calle Sevilla de Oro de Zamora. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica La Cigüeña Machala,262,103,1,3,1,VRN-6171,PROV-108
220,POL-529398,ASEG-100099,Vehículos,Choque,2025-01-06,2025-01-07,60190.0,48840.58,25788.14,Pago Parcial,Cuenca,El cliente reporta el robo parcial de los accesorios de su BMW X6 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Remigio Crespo de Cuenca.,Sí,Dra. María Cabrera (Perito),124,241,1,2,0,ACH-6511,PROV-113
221,POL-940942,ASEG-100242,Hogar,Incendio,2025-02-19,2025-02-21,14236.11,11548.99,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Honda Civic contra un objeto fijo en la calle Av. Salvador Bustamante Celi de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Otro,1,364,2,0,1,,PROV-113
222,POL-442677,ASEG-100009,Vehículos,Choque,2025-02-18,2025-02-20,28100.0,25753.94,25753.94,Pago Total,Loja,"El conductor reporta que al transitar por Av. Manuel Agustín Aguirre en Loja, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Jeep Grand Cherokee.",Sí,Enderezada y Pintura Lojanita,165,200,2,3,0,LUI-5125,PROV-104
223,POL-365364,ASEG-100482,Vehículos,Choque,2025-02-01,2025-02-01,49060.0,43543.7,43543.7,Liquidado,Cuenca,Se reporta la rotura del parabrisas delantero del Chevrolet Silverado (1995) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Clínica La Cigüeña Machala,214,151,0,2,0,AHP-3162,PROV-108
224,POL-114839,ASEG-100396,Vehículos,Choque,2025-01-04,2025-01-05,57060.0,49346.49,49346.49,Liquidado,Azogues,El asegurado reporta un choque por alcance en la calle Calle Bolívar de la ciudad de Azogues. Su Mercedes E400 (1995) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Tecnicentro El Oro,168,197,1,3,0,UGO-7252,PROV-103
225,POL-872734,ASEG-100164,Vehículos,Choque,2025-01-14,2025-01-17,77880.0,63597.0,63597.0,Liquidado,Zamora,"El conductor reporta que al transitar por Calle Sevilla de Oro en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Accura MDX.",Sí,Enderezada y Pintura Lojanita,200,165,3,0,0,VPY-1648,PROV-104
226,POL-267885,ASEG-100016,Vehículos,Choque,2025-01-25,2025-01-28,73500.0,63574.79,63574.79,Liquidado,Zamora,El asegurado reporta un choque por alcance en la calle Av. del Ejército de la ciudad de Zamora. Su Jeep Wrangler (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Dra. María Cabrera (Perito),159,206,3,1,0,VOZ-7578,PROV-113
227,POL-740505,ASEG-100238,Vehículos,Choque,2025-02-19,2025-02-20,88920.0,67988.69,67988.69,Liquidado,Loja,El cliente reporta el robo parcial de los accesorios de su Accura RSX (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle 18 de Noviembre de Loja.,Sí,Ing. Juan Castro (Perito),184,181,1,0,0,LLU-7984,PROV-112
228,POL-629663,ASEG-100077,Vehículos,Choque,2025-02-13,2025-02-15,47630.0,43056.83,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Toyota Corolla contra un objeto fijo en la calle Calle Bolívar de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Carlos Mendoza (Perito),117,248,2,2,1,LDU-2106,PROV-110
229,POL-839884,ASEG-100119,Salud,Atención médica,2025-02-14,2025-02-14,2645.15,2483.47,2483.47,Pago Total,Machala,Se reporta la rotura del parabrisas delantero del Saab 93 (2015) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Clínica La Cigüeña Machala,85,280,0,0,0,,PROV-113
230,POL-241562,ASEG-100101,Vehículos,Choque,2025-01-06,2025-01-09,79530.0,61124.4,61124.4,Pago Total,Loja,El cliente reporta el robo parcial de los accesorios de su Accura MDX (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Manuel Agustín Aguirre de Loja.,Sí,Dra. María Cabrera (Perito),78,287,3,3,0,LSD-7146,PROV-113
231,POL-405533,ASEG-100184,Vehículos,Choque,2025-02-06,2025-02-06,53680.0,40433.34,29167.18,Pago Parcial,Machala,Se reporta la rotura del parabrisas delantero del Honda CRV (2005) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Autoservicio Cuenca,248,117,0,1,0,OJY-8483,PROV-105
232,POL-667021,ASEG-100023,Vehículos,Choque,2025-02-13,2025-02-14,33550.0,26021.03,26021.03,Pago Total,Cuenca,"Se reporta un choque lateral en la intersección de la calle Av. de las Américas en Cuenca. El conductor de un Volkswagen Passat indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Enderezada y Pintura Lojanita,19,346,1,1,0,ATB-8863,PROV-104
233,POL-511621,ASEG-100379,Vehículos,Choque,2025-02-15,2025-02-15,69100.0,52239.33,52239.33,Pago Total,Azogues,"El conductor reporta que al transitar por Calle 3 de Noviembre en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Toyota Highlander.",Sí,Clínica Hospital Municipal Loja,98,267,0,1,0,UQX-2373,PROV-106
234,POL-476923,ASEG-100390,Vehículos,Choque,2025-01-08,2025-01-09,79750.0,61409.34,46602.04,Pago Parcial,Cuenca,El asegurado reporta un choque por alcance en la calle Av. 12 de Abril de la ciudad de Cuenca. Su Nissan Pathfinder (1999) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Ing. Juan Castro (Perito),95,270,1,1,0,AZC-4985,PROV-112
235,POL-735822,ASEG-100165,Vehículos,Choque,2025-02-01,2025-02-01,53600.0,41548.93,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Audi A5 contra un objeto fijo en la calle Av. 12 de Abril de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Ing. Carlos Mendoza (Perito),115,250,0,0,1,ATS-2622,PROV-110
236,POL-492745,ASEG-100382,Vehículos,Choque,2025-01-19,2025-01-19,76560.0,72418.57,72418.57,Pago Total,Loja,"Se reporta un choque lateral en la intersección de la calle Calle 18 de Noviembre en Loja. El conductor de un Nissan Ultima indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Dr. Luis Silva (Perito),116,249,0,2,0,LVG-3048,PROV-111
237,POL-130930,ASEG-100279,Vehículos,Choque,2025-01-07,2025-01-09,41130.0,38447.38,30706.93,Pago Parcial,Azogues,"Se reporta un choque lateral en la intersección de la calle Calle Bolívar en Azogues. El conductor de un Dodge RAM indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Multiservicios Loja Car,278,87,2,0,0,UIW-7408,PROV-102
238,POL-261119,ASEG-100064,Vehículos,Choque,2025-01-07,2025-01-07,78650.0,72724.62,0.0,Reserva,Machala,Se reporta choque frontal severo de Audi A3 contra un objeto fijo en la calle Av. 25 de Junio de Machala. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Perito Sospechoso,365,0,0,0,1,OEV-8516,PROV-117
239,POL-280709,ASEG-100355,Vehículos,Choque,2025-02-13,2025-02-15,71060.0,54718.16,54718.16,Pago Total,Loja,El cliente reporta el robo parcial de los accesorios de su Saab 92x (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Salvador Bustamante Celi de Loja.,Sí,Tecnicentro El Oro,96,269,2,3,0,LVT-1968,PROV-103
240,POL-898573,ASEG-100239,Vehículos,Choque,2025-02-05,2025-02-07,38830.0,29703.94,29703.94,Liquidado,Zamora,El cliente reporta el robo parcial de los accesorios de su Suburu Legacy (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. del Ejército de Zamora.,Sí,Tecnicentro El Oro,15,350,2,0,0,VFT-5071,PROV-103
241,POL-547802,ASEG-100302,Salud,Atención médica,2025-01-23,2025-01-23,2893.74,2330.17,1047.15,Pago Parcial,Loja,El cliente reporta el robo parcial de los accesorios de su Saab 92x (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Manuel Agustín Aguirre de Loja.,Sí,Clínica La Cigüeña Machala,130,235,0,2,0,,PROV-104
242,POL-600845,ASEG-100005,Vehículos,Choque,2025-01-29,2025-01-29,73700.0,58697.35,0.0,Reserva,Machala,"El conductor declara haber perdido el control de su Chevrolet Silverado a una velocidad aproximada de 10 km/h al esquivar un perro en la calle Av. 25 de Junio en Machala, resultando en una volcadura de campana y daños severos en el techo y laterales. El peritaje técnico preliminar indica que el daño es inconsistente con la velocidad reportada.",No,Clínica San Agustín,256,109,0,0,1,OLB-9932,PROV-109
243,POL-390381,ASEG-100491,Vehículos,Daño material,2025-01-30,2025-01-31,6300.0,5779.25,3286.48,Pago Parcial,Machala,El asegurado reporta un choque por alcance en la calle Av. Madero Vargas de la ciudad de Machala. Su Nissan Ultima (2001) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica Hospital Municipal Loja,268,97,1,1,0,OVT-9636,PROV-106
244,POL-629918,ASEG-100299,Vehículos,Choque,2025-02-03,2025-02-06,65400.0,50409.87,50409.87,Liquidado,Cuenca,Se reporta la rotura del parabrisas delantero del Dodge RAM (2012) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Cuenca. Sin terceras personas lesionadas.,Sí,Enderezada y Pintura Lojanita,151,214,3,0,0,APO-6860,PROV-104
245,POL-208298,ASEG-100297,Vehículos,Robo,2024-12-29,2024-12-29,3200.0,2814.14,2084.98,Pago Parcial,Zamora,El cliente reporta el robo parcial de los accesorios de su Mercedes E400 (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Calle Sevilla de Oro de Zamora.,Sí,Hospital Santa Inés Cuenca,192,173,0,1,0,VAK-8749,PROV-107
246,POL-513099,ASEG-100410,Vehículos,Choque,2025-01-16,2025-01-18,75400.0,61863.87,0.0,Negativa,Loja,Se reporta choque frontal severo de Dodge RAM contra un objeto fijo en la calle Av. Orillas del Zamora de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Autoservicio Cuenca,191,174,2,3,1,LTE-5867,PROV-105
247,POL-184938,ASEG-100327,Vehículos,Choque,2025-01-14,2025-01-17,58140.0,52402.33,52402.33,Pago Total,Azogues,"El conductor reporta que al transitar por Calle Bolívar en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Saab 92x.",Sí,Clínica Hospital Municipal Loja,110,255,3,2,0,UJU-8793,PROV-106
248,POL-187775,ASEG-100091,Vehículos,Choque,2025-01-29,2025-01-30,98670.0,81987.61,0.0,Reserva,Cuenca,Se reporta choque frontal severo de Chevrolet Tahoe contra un objeto fijo en la calle Av. Solano de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Multiservicios Loja Car,363,2,1,2,1,AXC-9882,PROV-102
249,POL-326322,ASEG-100125,Vehículos,Daño material,2024-12-30,2024-12-31,5900.0,4439.65,4439.65,Pago Total,Machala,El asegurado reporta un choque por alcance en la calle Calle Rocafuerte de la ciudad de Machala. Su Mercedes E400 (2009) fue impactado en la parte posterior por otro vehículo que no guardó la distancia de seguridad. Daños leves en el parachoques trasero y cajuela.,Sí,Clínica La Cigüeña Machala,89,276,1,1,0,OML-5911,PROV-108
250,POL-146138,ASEG-100220,Vehículos,Choque,2025-02-17,2025-02-18,64100.0,55002.53,55002.53,Pago Total,Cuenca,"Se reporta un choque lateral en la intersección de la calle Calle Larga en Cuenca. El conductor de un Chevrolet Malibu indica que otro vehículo ignoró la señal de pare, impactando su puerta lateral izquierda. El choque provocó daños de consideración media.",Sí,Clínica Hospital Municipal Loja,178,187,1,3,0,AWZ-2519,PROV-106
251,POL-336047,ASEG-100368,Vehículos,Choque,2025-02-02,2025-02-03,55440.0,46683.13,0.0,Reserva,Cuenca,Se reporta choque frontal severo de Suburu Forrestor contra un objeto fijo en la calle Calle Larga de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Dr. Luis Silva (Perito),42,323,1,2,1,AAL-6847,PROV-111
252,POL-532330,ASEG-100338,Vehículos,Choque,2025-02-24,2025-02-26,80850.0,75938.65,0.0,Negativa,Cuenca,Se reporta choque frontal severo de Ford F150 contra un objeto fijo en la calle Av. Solano de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Juan Castro (Perito),275,90,2,1,1,AZB-7570,PROV-112
253,POL-118137,ASEG-100373,Salud,Atención médica,2025-01-24,2025-01-24,1764.61,1658.39,1197.3,Pago Parcial,Loja,Se reporta la rotura del parabrisas delantero del Saab 95 (1998) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Loja. Sin terceras personas lesionadas.,Sí,Clínica Hospital Municipal Loja,221,144,0,2,0,,PROV-106
254,POL-212674,ASEG-100090,Vehículos,Choque,2025-01-23,2025-01-23,53640.0,43997.68,0.0,Cierre Sin Consecuencia,Azogues,Se reporta choque frontal severo de Nissan Maxima contra un objeto fijo en la calle Calle Bolívar de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Clínica La Cigüeña Machala,0,365,0,2,1,UGW-0560,PROV-108
255,POL-935596,ASEG-100093,Vehículos,Choque,2025-01-10,2025-01-10,63250.0,55023.94,0.0,Cierre Sin Consecuencia,Loja,Se reporta choque frontal severo de Chevrolet Tahoe contra un objeto fijo en la calle Av. Salvador Bustamante Celi de Loja. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica Trucha,94,271,0,1,1,LNV-4698,PROV-116
256,POL-737593,ASEG-100480,Vehículos,Choque,2025-01-11,2025-01-14,59040.0,55426.88,55426.88,Liquidado,Cuenca,El cliente reporta el robo parcial de los accesorios de su Dodge RAM (retrovisores y radio) mientras se encontraba estacionado temporalmente frente a un local comercial en la calle Av. Solano de Cuenca.,Sí,Dr. Luis Silva (Perito),244,121,3,2,0,AIJ-2814,PROV-111
257,POL-812025,ASEG-100466,Vehículos,Choque,2025-02-19,2025-02-20,50500.0,41110.2,28999.51,Pago Parcial,Zamora,"El conductor reporta que al transitar por Calle Sevilla de Oro en Zamora, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Accura TL.",Sí,Dra. María Cabrera (Perito),159,206,1,0,0,VKJ-4434,PROV-113
258,POL-168151,ASEG-100484,Vehículos,Choque,2025-01-14,2025-01-15,57690.0,49432.16,0.0,Negativa,Azogues,Se reporta choque frontal severo de Mercedes C300 contra un objeto fijo en la calle Av. 24 de Mayo de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Ing. Carlos Mendoza (Perito),39,326,1,1,1,UBV-8751,PROV-110
259,POL-594739,ASEG-100327,Vehículos,Robo,2025-01-30,2025-02-02,5940.0,5524.58,5524.58,Pago Total,Azogues,"El conductor reporta que al transitar por Av. 24 de Mayo en Azogues, debido a trabajos en la vía y falta de señalización, cayó en un bache profundo provocando la rotura del neumático delantero derecho y daños en la suspensión del Toyota Camry.",Sí,Talleres del Austro,120,245,3,2,0,UXR-9313,PROV-101
260,POL-843227,ASEG-100318,Vehículos,Choque,2025-01-04,2025-01-06,47790.0,44575.99,0.0,Reserva,Azogues,Se reporta choque frontal severo de Suburu Impreza contra un objeto fijo en la calle Av. Aurelio Jaramillo de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Hospital Santa Inés Cuenca,363,2,2,2,1,UVE-7206,PROV-107
261,POL-283925,ASEG-100489,Hogar,Incendio,2025-01-30,2025-02-01,30231.77,24254.94,24254.94,Pago Total,Machala,Se reporta la rotura del parabrisas delantero del Dodge Neon (2014) por impacto de una piedra lanzada por un camión de carga mientras circulaba por la vía de acceso a Machala. Sin terceras personas lesionadas.,Sí,Otro,160,205,2,1,0,,PROV-105
262,POL-475588,ASEG-100265,Vehículos,Choque,2025-02-04,2025-02-04,59000.0,45236.57,0.0,Cierre Sin Consecuencia,Cuenca,Se reporta choque frontal severo de Ford Fusion contra un objeto fijo en la calle Av. Remigio Crespo de Cuenca. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,Sí,Multiservicios Loja Car,365,0,0,3,1,ATL-7659,PROV-102
263,POL-751905,ASEG-100200,Vehículos,Choque,2025-01-15,2025-01-15,70600.0,62241.13,0.0,Reserva,Azogues,Se reporta choque frontal severo de Volkswagen Passat contra un objeto fijo en la calle Calle Bolívar de Azogues. El conductor indica que se desvió para evitar colisión con otro carro que huyó. No hay registro policial del incidente.,No,Clínica Trucha,364,1,0,2,1,UNO-1906,PROV-116
