id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-743163,ASEG-100151,Vehículos,2024-12-21,2025-12-21,1217.69,82784.73,2000.0,Web Aseguradora,Zamora,Expirada
POL-604614,ASEG-100155,Vehículos,2024-04-14,2025-04-14,1362.64,71514.21,2000.0,Broker,Cuenca,Expirada
POL-509928,ASEG-100332,Vehículos,2024-04-26,2025-04-26,1279.13,22383.42,1000.0,Agente Directo,Loja,Expirada
POL-593390,ASEG-100136,Salud,2024-11-18,2025-11-18,924.72,3805.71,2000.0,Banca Seguros,Loja,Expirada
POL-970607,ASEG-100404,Vehículos,2024-11-25,2025-11-25,1019.44,46595.52,1000.0,Broker,Machala,Expirada
POL-174701,ASEG-100386,Vehículos,2024-06-03,2025-06-03,1314.6,10097.76,500.0,Banca Seguros,Zamora,Expirada
POL-529398,ASEG-100099,Vehículos,2024-09-04,2025-09-04,1515.18,42991.92,1000.0,Broker,Cuenca,Expirada
POL-940942,ASEG-100242,Hogar,2025-02-18,2026-02-18,1649.18,21927.0,2000.0,Banca Seguros,Loja,Expirada
POL-442677,ASEG-100009,Vehículos,2024-09-06,2025-09-06,1451.01,22846.05,500.0,Agente Directo,Loja,Expirada
POL-365364,ASEG-100482,Vehículos,2024-07-02,2025-07-02,978.46,31083.46,1000.0,Web Aseguradora,Cuenca,Expirada
POL-114839,ASEG-100396,Vehículos,2024-07-20,2025-07-20,1198.34,10327.78,500.0,Agente Directo,Azogues,Expirada
POL-872734,ASEG-100164,Vehículos,2024-06-28,2025-06-28,1003.23,87885.82,2000.0,Agente Directo,Zamora,Expirada
POL-267885,ASEG-100016,Vehículos,2024-08-19,2025-08-19,1212.0,45263.82,2000.0,Banca Seguros,Zamora,Expirada
POL-740505,ASEG-100238,Vehículos,2024-08-19,2025-08-19,1242.96,28814.41,1000.0,Banca Seguros,Loja,Expirada
POL-629663,ASEG-100077,Vehículos,2024-10-19,2025-10-19,1053.02,45340.95,1000.0,Broker,Loja,Expirada
POL-839884,ASEG-100119,Salud,2024-11-21,2025-11-21,1693.63,3227.98,500.0,Broker,Machala,Expirada
POL-241562,ASEG-100101,Vehículos,2024-10-20,2025-10-20,2047.59,42490.48,1000.0,Web Aseguradora,Loja,Expirada
POL-405533,ASEG-100184,Vehículos,2024-06-03,2025-06-03,1083.72,49991.2,1000.0,Agente Directo,Machala,Expirada
POL-667021,ASEG-100023,Vehículos,2025-01-25,2026-01-25,1138.42,32446.29,1000.0,Broker,Cuenca,Expirada
POL-511621,ASEG-100379,Vehículos,2024-11-09,2025-11-09,1072.62,23332.31,500.0,Agente Directo,Azogues,Expirada
POL-476923,ASEG-100390,Vehículos,2024-10-05,2025-10-05,1219.04,48064.32,2000.0,Agente Directo,Cuenca,Expirada
POL-735822,ASEG-100165,Vehículos,2024-10-09,2025-10-09,1371.78,83801.82,2000.0,Web Aseguradora,Cuenca,Expirada
POL-492745,ASEG-100382,Vehículos,2024-09-25,2025-09-25,1506.21,51264.9,2000.0,Banca Seguros,Loja,Expirada
POL-130930,ASEG-100279,Vehículos,2024-04-04,2025-04-04,1058.21,42898.08,1000.0,Web Aseguradora,Azogues,Expirada
POL-261119,ASEG-100064,Vehículos,2024-01-08,2025-01-07,932.14,86554.68,2000.0,Broker,Machala,Expirada
POL-280709,ASEG-100355,Vehículos,2024-11-09,2025-11-09,1608.34,56705.28,2000.0,Banca Seguros,Loja,Expirada
POL-898573,ASEG-100239,Vehículos,2025-01-21,2026-01-21,1728.56,34427.96,1000.0,Broker,Zamora,Expirada
POL-547802,ASEG-100302,Salud,2024-09-15,2025-09-15,1518.46,5658.63,1000.0,Broker,Loja,Expirada
POL-600845,ASEG-100005,Vehículos,2024-05-18,2025-05-18,1540.19,99277.56,2000.0,Banca Seguros,Machala,Expirada
POL-390381,ASEG-100491,Vehículos,2024-05-07,2025-05-07,965.21,55074.94,2000.0,Web Aseguradora,Machala,Expirada
POL-629918,ASEG-100299,Vehículos,2024-09-05,2025-09-05,1278.75,46467.86,2000.0,Agente Directo,Cuenca,Expirada
POL-208298,ASEG-100297,Vehículos,2024-06-20,2025-06-20,773.99,26481.19,1000.0,Broker,Zamora,Expirada
POL-513099,ASEG-100410,Vehículos,2024-07-09,2025-07-09,1532.47,42599.57,1000.0,Broker,Loja,Expirada
POL-184938,ASEG-100327,Vehículos,2024-09-26,2025-09-26,1340.56,23344.42,1000.0,Web Aseguradora,Azogues,Expirada
POL-187775,ASEG-100091,Vehículos,2024-02-01,2025-01-31,1297.75,18551.6,500.0,Agente Directo,Cuenca,Expirada
POL-326322,ASEG-100125,Vehículos,2024-10-02,2025-10-02,433.33,35557.14,1000.0,Banca Seguros,Machala,Expirada
POL-146138,ASEG-100220,Vehículos,2024-08-23,2025-08-23,1025.54,87053.12,2000.0,Banca Seguros,Cuenca,Expirada
POL-336047,ASEG-100368,Vehículos,2024-12-22,2025-12-22,1264.77,10956.65,500.0,Web Aseguradora,Cuenca,Expirada
POL-532330,ASEG-100338,Vehículos,2024-05-25,2025-05-25,1459.97,10954.43,500.0,Banca Seguros,Cuenca,Expirada
POL-118137,ASEG-100373,Salud,2024-06-17,2025-06-17,1238.65,3100.65,500.0,Broker,Loja,Expirada
POL-212674,ASEG-100090,Vehículos,2025-01-23,2026-01-23,1050.76,10025.93,500.0,Agente Directo,Azogues,Expirada
POL-935596,ASEG-100093,Vehículos,2024-10-08,2025-10-08,1711.72,43809.42,1000.0,Agente Directo,Loja,Expirada
POL-737593,ASEG-100480,Vehículos,2024-05-12,2025-05-12,865.33,15374.82,500.0,Banca Seguros,Cuenca,Expirada
POL-812025,ASEG-100466,Vehículos,2024-09-13,2025-09-13,1153.49,15832.13,500.0,Banca Seguros,Zamora,Expirada
POL-168151,ASEG-100484,Vehículos,2024-12-06,2025-12-06,1281.25,62249.44,2000.0,Agente Directo,Azogues,Expirada
POL-594739,ASEG-100327,Vehículos,2024-10-02,2025-10-02,1342.8,13425.58,500.0,Banca Seguros,Azogues,Expirada
POL-843227,ASEG-100318,Vehículos,2024-01-07,2025-01-06,1443.32,42507.96,2000.0,Banca Seguros,Azogues,Expirada
POL-283925,ASEG-100489,Hogar,2024-08-23,2025-08-23,1629.94,56179.76,1000.0,Broker,Machala,Expirada
POL-475588,ASEG-100265,Vehículos,2024-02-05,2025-02-04,1134.08,86112.95,2000.0,Web Aseguradora,Cuenca,Expirada
POL-751905,ASEG-100200,Vehículos,2024-01-17,2025-01-16,1483.91,16148.86,500.0,Agente Directo,Azogues,Expirada
POL-226725,ASEG-100393,Vehículos,2024-03-19,2025-03-19,1304.67,76756.51,2000.0,Web Aseguradora,Azogues,Expirada
POL-942504,ASEG-100450,Salud,2024-10-15,2025-10-15,1035.79,5183.95,2000.0,Banca Seguros,Loja,Expirada
POL-395572,ASEG-100363,Vehículos,2024-11-04,2025-11-04,1401.2,19980.6,500.0,Broker,Machala,Expirada
POL-889883,ASEG-100291,Vehículos,2024-04-06,2025-04-06,1665.45,21526.57,1000.0,Broker,Loja,Expirada
POL-818167,ASEG-100139,Vehículos,2024-10-28,2025-10-28,653.66,87217.74,2000.0,Agente Directo,Zamora,Expirada
POL-277767,ASEG-100160,Vehículos,2024-08-30,2025-08-30,1080.13,11522.49,500.0,Broker,Loja,Expirada
POL-842618,ASEG-100466,Vehículos,2024-09-17,2025-09-17,1346.18,86028.29,2000.0,Web Aseguradora,Zamora,Expirada
POL-577810,ASEG-100457,Vehículos,2024-07-20,2025-07-20,1589.54,97694.51,2000.0,Web Aseguradora,Machala,Expirada
POL-873114,ASEG-100008,Vehículos,2024-11-07,2025-11-07,1251.65,27893.4,1000.0,Banca Seguros,Loja,Expirada
POL-994538,ASEG-100170,Vehículos,2024-10-03,2025-10-03,1083.01,96574.38,2000.0,Web Aseguradora,Cuenca,Expirada
POL-727792,ASEG-100011,Vehículos,2024-08-29,2025-08-29,974.59,19261.91,500.0,Broker,Azogues,Expirada
POL-522506,ASEG-100062,Vehículos,2024-09-12,2025-09-12,1399.85,63214.06,2000.0,Broker,Cuenca,Expirada
POL-367595,ASEG-100240,Vehículos,2024-05-29,2025-05-29,1307.74,21425.0,500.0,Broker,Cuenca,Expirada
POL-586104,ASEG-100325,Salud,2024-10-10,2025-10-10,1219.27,2171.75,2000.0,Web Aseguradora,Azogues,Expirada
POL-424862,ASEG-100252,Vehículos,2024-02-08,2025-02-07,1411.3,15371.69,500.0,Banca Seguros,Loja,Expirada
POL-512813,ASEG-100209,Vehículos,2024-05-10,2025-05-10,694.45,89044.29,2000.0,Broker,Zamora,Expirada
POL-356768,ASEG-100081,Vehículos,2024-09-25,2025-09-25,1006.77,24294.25,500.0,Banca Seguros,Machala,Expirada
POL-330506,ASEG-100482,Hogar,2024-06-07,2025-06-07,1422.36,26750.21,1000.0,Web Aseguradora,Cuenca,Expirada
POL-779075,ASEG-100066,Vehículos,2024-04-29,2025-04-29,1348.32,30222.72,1000.0,Web Aseguradora,Zamora,Expirada
POL-799501,ASEG-100250,Vehículos,2024-08-24,2025-08-24,1315.56,55960.44,2000.0,Banca Seguros,Machala,Expirada
POL-987905,ASEG-100434,Vehículos,2024-04-20,2025-04-20,1407.01,43633.78,2000.0,Broker,Loja,Expirada
POL-967756,ASEG-100014,Vehículos,2024-06-02,2025-06-02,1388.58,82377.8,2000.0,Banca Seguros,Zamora,Expirada
POL-830414,ASEG-100489,Vehículos,2024-08-16,2025-08-16,1310.76,19654.31,500.0,Web Aseguradora,Machala,Expirada
POL-127313,ASEG-100370,Vehículos,2024-11-16,2025-11-16,1004.63,42525.52,1000.0,Banca Seguros,Azogues,Expirada
POL-786957,ASEG-100328,Vehículos,2024-04-06,2025-04-06,1134.91,10787.25,500.0,Broker,Cuenca,Expirada
POL-332892,ASEG-100486,Salud,2024-07-08,2025-07-08,1194.0,195.48,1000.0,Broker,Zamora,Expirada
POL-448642,ASEG-100274,Vehículos,2024-08-31,2025-08-31,1248.25,39513.88,1000.0,Banca Seguros,Machala,Expirada
POL-526039,ASEG-100104,Vehículos,2024-06-27,2025-06-27,1338.54,14550.56,500.0,Banca Seguros,Machala,Expirada
POL-444422,ASEG-100261,Vehículos,2024-10-01,2025-10-01,782.23,87700.19,2000.0,Broker,Cuenca,Expirada
POL-689500,ASEG-100317,Vehículos,2024-06-29,2025-06-29,1366.9,47204.59,2000.0,Broker,Cuenca,Expirada
POL-806081,ASEG-100445,Vehículos,2024-08-18,2025-08-18,1275.81,44913.54,1000.0,Banca Seguros,Cuenca,Expirada
POL-384618,ASEG-100491,Vehículos,2025-01-11,2026-01-11,1090.65,22726.85,500.0,Agente Directo,Machala,Expirada
POL-756459,ASEG-100208,Vehículos,2024-07-24,2025-07-24,1326.0,23870.79,500.0,Banca Seguros,Zamora,Expirada
POL-655787,ASEG-100259,Vehículos,2024-04-13,2025-04-13,972.47,46712.8,2000.0,Agente Directo,Zamora,Expirada
POL-419954,ASEG-100478,Vehículos,2024-10-14,2025-10-14,806.31,20317.01,500.0,Agente Directo,Cuenca,Expirada
POL-275092,ASEG-100457,Vehículos,2024-05-31,2025-05-31,1416.24,10243.3,500.0,Web Aseguradora,Machala,Expirada
POL-515698,ASEG-100129,Vehículos,2024-07-20,2025-07-20,1097.64,75600.17,2000.0,Banca Seguros,Azogues,Expirada
POL-132871,ASEG-100130,Salud,2024-06-14,2025-06-14,947.75,4184.83,500.0,Banca Seguros,Cuenca,Expirada
POL-714929,ASEG-100278,Vehículos,2024-11-22,2025-11-22,1018.73,76823.04,2000.0,Agente Directo,Loja,Expirada
POL-297816,ASEG-100227,Vehículos,2024-05-11,2025-05-11,1400.74,57603.37,2000.0,Broker,Azogues,Expirada
POL-426708,ASEG-100056,Vehículos,2024-05-05,2025-05-05,1155.53,13430.99,500.0,Banca Seguros,Machala,Expirada
POL-615047,ASEG-100379,Vehículos,2024-06-26,2025-06-26,1386.93,10977.63,500.0,Web Aseguradora,Azogues,Expirada
POL-771236,ASEG-100464,Vehículos,2024-10-28,2025-10-28,915.29,15860.65,500.0,Web Aseguradora,Machala,Expirada
POL-235869,ASEG-100163,Vehículos,2025-01-05,2026-01-05,1239.55,24810.43,500.0,Broker,Loja,Expirada
POL-931625,ASEG-100399,Vehículos,2024-10-05,2025-10-05,1366.42,16491.12,500.0,Agente Directo,Cuenca,Expirada
POL-371635,ASEG-100155,Vehículos,2024-07-25,2025-07-25,1086.48,22729.63,1000.0,Banca Seguros,Cuenca,Expirada
POL-427199,ASEG-100128,Vehículos,2024-04-09,2025-04-09,1247.87,65430.89,2000.0,Broker,Machala,Expirada
POL-261315,ASEG-100364,Vehículos,2024-09-17,2025-09-17,1312.75,74091.36,2000.0,Web Aseguradora,Cuenca,Expirada
POL-582973,ASEG-100475,Vehículos,2024-06-28,2025-06-28,765.64,43270.13,2000.0,Agente Directo,Machala,Expirada
POL-278091,ASEG-100172,Salud,2024-05-11,2025-05-11,1327.41,1437.45,2000.0,Web Aseguradora,Machala,Expirada
POL-153154,ASEG-100162,Vehículos,2024-09-12,2025-09-12,1338.55,32192.07,1000.0,Broker,Cuenca,Expirada
POL-515217,ASEG-100143,Vehículos,2024-07-17,2025-07-17,1316.63,63068.53,2000.0,Banca Seguros,Zamora,Expirada
POL-860497,ASEG-100223,Vehículos,2024-12-25,2025-12-25,1286.44,43642.1,1000.0,Broker,Loja,Expirada
POL-351741,ASEG-100127,Vehículos,2024-04-30,2025-04-30,1372.18,20614.82,1000.0,Banca Seguros,Azogues,Expirada
POL-403737,ASEG-100178,Vehículos,2024-08-20,2025-08-20,1447.77,85642.61,2000.0,Agente Directo,Cuenca,Expirada
POL-162004,ASEG-100128,Vehículos,2024-05-15,2025-05-15,903.32,19314.17,500.0,Broker,Machala,Expirada
POL-740384,ASEG-100120,Vehículos,2025-01-28,2026-01-28,1454.42,20621.54,1000.0,Agente Directo,Azogues,Expirada
POL-876714,ASEG-100400,Hogar,2024-06-01,2025-06-01,1603.42,13319.85,2000.0,Agente Directo,Machala,Expirada
POL-951543,ASEG-100235,Vehículos,2024-06-29,2025-06-29,1616.58,64311.92,2000.0,Web Aseguradora,Machala,Expirada
POL-576723,ASEG-100064,Vehículos,2024-06-10,2025-06-10,1611.83,21626.08,500.0,Broker,Machala,Expirada
POL-391003,ASEG-100125,Vehículos,2024-06-29,2025-06-29,889.13,23841.2,500.0,Web Aseguradora,Machala,Expirada
POL-225865,ASEG-100454,Salud,2024-02-07,2025-02-06,1252.08,591.11,1000.0,Broker,Cuenca,Expirada
POL-984948,ASEG-100235,Vehículos,2024-08-28,2025-08-28,995.56,84936.24,2000.0,Agente Directo,Machala,Expirada
POL-890328,ASEG-100073,Vehículos,2024-12-14,2025-12-14,1347.92,49098.79,2000.0,Web Aseguradora,Loja,Expirada
POL-803294,ASEG-100135,Vehículos,2024-09-04,2025-09-04,1724.09,48670.05,1000.0,Web Aseguradora,Machala,Expirada
POL-414913,ASEG-100269,Vehículos,2024-09-11,2025-09-11,1379.93,11597.45,500.0,Broker,Azogues,Expirada
POL-414519,ASEG-100380,Vehículos,2025-01-30,2026-01-30,1554.64,29240.22,1000.0,Banca Seguros,Loja,Expirada
POL-818413,ASEG-100306,Vehículos,2024-12-23,2025-12-23,1377.94,49755.12,1000.0,Agente Directo,Zamora,Expirada
POL-487356,ASEG-100431,Vehículos,2024-11-08,2025-11-08,1313.33,89451.46,2000.0,Banca Seguros,Machala,Expirada
POL-159768,ASEG-100080,Vehículos,2024-10-07,2025-10-07,1259.02,20584.86,500.0,Banca Seguros,Loja,Expirada
POL-865839,ASEG-100123,Vehículos,2024-12-30,2025-12-30,1371.88,37378.11,1000.0,Banca Seguros,Azogues,Expirada
POL-406567,ASEG-100154,Vehículos,2024-08-04,2025-08-04,1399.27,24498.29,500.0,Web Aseguradora,Loja,Expirada
POL-623032,ASEG-100490,Vehículos,2025-01-11,2026-01-11,1061.98,34860.73,1000.0,Web Aseguradora,Machala,Expirada
POL-935442,ASEG-100323,Salud,2024-07-30,2025-07-30,1365.46,147.75,500.0,Web Aseguradora,Azogues,Expirada
POL-106873,ASEG-100302,Vehículos,2024-05-12,2025-05-12,894.4,20537.45,1000.0,Agente Directo,Loja,Expirada
POL-563878,ASEG-100118,Vehículos,2024-06-03,2025-06-03,956.69,22322.61,500.0,Broker,Azogues,Expirada
POL-620855,ASEG-100410,Vehículos,2024-12-26,2025-12-26,1123.89,91314.03,2000.0,Banca Seguros,Loja,Expirada
POL-583169,ASEG-100007,Hogar,2025-02-24,2026-02-24,1085.03,35613.57,500.0,Broker,Cuenca,Expirada
POL-337677,ASEG-100488,Vehículos,2024-11-07,2025-11-07,1437.33,61194.41,2000.0,Banca Seguros,Zamora,Expirada
POL-445973,ASEG-100411,Vehículos,2024-04-23,2025-04-23,988.29,32073.78,1000.0,Broker,Cuenca,Expirada
POL-156694,ASEG-100460,Vehículos,2024-10-09,2025-10-09,1238.89,18919.73,500.0,Agente Directo,Azogues,Expirada
POL-421940,ASEG-100282,Vehículos,2024-01-08,2025-01-07,1384.64,49253.89,1000.0,Web Aseguradora,Loja,Expirada
POL-613226,ASEG-100185,Vehículos,2024-08-19,2025-08-19,1595.07,72478.38,2000.0,Agente Directo,Cuenca,Expirada
POL-804410,ASEG-100336,Vehículos,2024-12-21,2025-12-21,1127.89,21275.75,1000.0,Web Aseguradora,Cuenca,Expirada
POL-553565,ASEG-100302,Vehículos,2024-11-16,2025-11-16,929.7,91829.52,2000.0,Broker,Loja,Expirada
POL-399524,ASEG-100406,Salud,2024-06-10,2025-06-10,1829.63,1021.01,1000.0,Broker,Loja,Expirada
POL-331595,ASEG-100137,Vehículos,2024-02-15,2025-02-14,904.7,49944.35,1000.0,Agente Directo,Machala,Expirada
POL-380067,ASEG-100211,Vehículos,2024-05-29,2025-05-29,1243.84,39051.55,1000.0,Broker,Cuenca,Expirada
POL-701521,ASEG-100250,Vehículos,2024-10-27,2025-10-27,1030.95,71775.54,2000.0,Banca Seguros,Machala,Expirada
POL-360770,ASEG-100008,Vehículos,2024-07-04,2025-07-04,1285.03,21991.92,500.0,Banca Seguros,Loja,Expirada
POL-958785,ASEG-100460,Vehículos,2024-04-04,2025-04-04,1216.56,18308.09,500.0,Web Aseguradora,Azogues,Expirada
POL-797934,ASEG-100375,Vehículos,2024-09-13,2025-09-13,966.26,91467.79,2000.0,Web Aseguradora,Loja,Expirada
POL-883980,ASEG-100116,Vehículos,2024-12-11,2025-12-11,1203.17,24638.91,500.0,Banca Seguros,Azogues,Expirada
POL-340614,ASEG-100049,Vehículos,2024-06-16,2025-06-16,1212.12,84785.06,2000.0,Broker,Zamora,Expirada
POL-435784,ASEG-100336,Vehículos,2024-05-24,2025-05-24,1573.93,33570.67,1000.0,Broker,Cuenca,Expirada
POL-563837,ASEG-100098,Vehículos,2024-09-24,2025-09-24,1609.67,42832.78,1000.0,Banca Seguros,Azogues,Expirada
POL-200827,ASEG-100108,Vehículos,2024-12-17,2025-12-17,1097.57,24428.37,500.0,Web Aseguradora,Machala,Expirada
POL-533941,ASEG-100110,Salud,2024-09-30,2025-09-30,1618.65,5065.11,2000.0,Banca Seguros,Azogues,Expirada
POL-265026,ASEG-100364,Vehículos,2024-08-24,2025-08-24,922.67,12674.65,500.0,Banca Seguros,Cuenca,Expirada
POL-354481,ASEG-100036,Vehículos,2024-08-30,2025-08-30,1342.02,41692.7,1000.0,Agente Directo,Zamora,Expirada
POL-566720,ASEG-100352,Vehículos,2024-03-21,2025-03-21,1195.01,14382.07,500.0,Broker,Cuenca,Expirada
POL-832746,ASEG-100256,Vehículos,2024-04-23,2025-04-23,994.74,24498.76,1000.0,Banca Seguros,Cuenca,Expirada
POL-386690,ASEG-100373,Vehículos,2025-02-22,2026-02-22,1050.24,21821.35,1000.0,Agente Directo,Loja,Expirada
POL-979285,ASEG-100492,Vehículos,2024-05-06,2025-05-06,1313.51,43931.83,2000.0,Banca Seguros,Machala,Expirada
POL-594722,ASEG-100330,Vehículos,2024-10-24,2025-10-24,1102.29,67717.92,2000.0,Agente Directo,Loja,Expirada
POL-216738,ASEG-100484,Vehículos,2024-09-19,2025-09-19,1185.78,48799.15,1000.0,Agente Directo,Azogues,Expirada
POL-369048,ASEG-100238,Vehículos,2024-08-13,2025-08-13,1527.95,13865.76,500.0,Web Aseguradora,Loja,Expirada
POL-514424,ASEG-100046,Vehículos,2024-04-18,2025-04-18,1366.39,32149.84,1000.0,Web Aseguradora,Cuenca,Expirada
POL-954191,ASEG-100489,Vehículos,2024-07-30,2025-07-30,1403.9,26261.11,1000.0,Agente Directo,Machala,Expirada
POL-150181,ASEG-100057,Salud,2024-06-16,2025-06-16,927.23,1985.12,2000.0,Agente Directo,Azogues,Expirada
POL-388671,ASEG-100188,Vehículos,2024-02-14,2025-02-13,1554.86,51682.36,2000.0,Broker,Machala,Expirada
POL-457244,ASEG-100130,Vehículos,2024-11-12,2025-11-12,736.07,87443.91,2000.0,Agente Directo,Cuenca,Expirada
POL-206667,ASEG-100399,Vehículos,2024-12-23,2025-12-23,974.16,22180.38,1000.0,Broker,Cuenca,Expirada
POL-745200,ASEG-100182,Vehículos,2024-05-20,2025-05-20,973.8,21244.95,500.0,Agente Directo,Zamora,Expirada
POL-412703,ASEG-100406,Vehículos,2024-08-19,2025-08-19,1260.32,80021.54,2000.0,Banca Seguros,Loja,Expirada
POL-736771,ASEG-100289,Vehículos,2024-08-26,2025-08-26,1464.03,38778.87,1000.0,Banca Seguros,Cuenca,Expirada
POL-347984,ASEG-100045,Vehículos,2024-08-10,2025-08-10,617.11,46501.29,2000.0,Broker,Cuenca,Expirada
POL-626074,ASEG-100327,Hogar,2024-12-11,2025-12-11,1724.46,38237.83,2000.0,Broker,Azogues,Expirada
POL-218109,ASEG-100464,Vehículos,2024-03-29,2025-03-29,1161.31,20427.15,500.0,Banca Seguros,Machala,Expirada
POL-999435,ASEG-100302,Vehículos,2024-11-01,2025-11-01,1091.73,51417.2,2000.0,Web Aseguradora,Loja,Expirada
POL-858060,ASEG-100435,Vehículos,2024-11-18,2025-11-18,1209.07,70233.96,2000.0,Agente Directo,Azogues,Expirada
POL-500384,ASEG-100037,Salud,2024-09-18,2025-09-18,1241.04,4459.64,2000.0,Broker,Loja,Expirada
POL-903785,ASEG-100008,Vehículos,2024-08-24,2025-08-24,1757.21,21980.0,500.0,Banca Seguros,Loja,Expirada
POL-873859,ASEG-100358,Vehículos,2025-01-25,2026-01-25,802.24,29426.0,1000.0,Broker,Azogues,Expirada
POL-204294,ASEG-100278,Vehículos,2024-10-11,2025-10-11,1342.72,40088.99,1000.0,Broker,Loja,Expirada
POL-467106,ASEG-100192,Vehículos,2024-06-14,2025-06-14,1209.41,91847.37,2000.0,Web Aseguradora,Zamora,Expirada
POL-357713,ASEG-100145,Vehículos,2024-09-04,2025-09-04,1141.71,47455.12,1000.0,Agente Directo,Zamora,Expirada
POL-890026,ASEG-100274,Vehículos,2024-09-01,2025-09-01,1090.03,22395.01,500.0,Broker,Machala,Expirada
POL-751612,ASEG-100209,Vehículos,2024-05-22,2025-05-22,1464.73,21832.67,1000.0,Banca Seguros,Zamora,Expirada
POL-876680,ASEG-100186,Vehículos,2024-11-22,2025-11-22,1118.58,20444.96,1000.0,Web Aseguradora,Machala,Expirada
POL-756981,ASEG-100291,Vehículos,2024-03-22,2025-03-22,1117.04,72055.57,2000.0,Web Aseguradora,Loja,Expirada
POL-121439,ASEG-100147,Vehículos,2025-01-08,2026-01-08,1257.83,14472.06,500.0,Web Aseguradora,Machala,Expirada
POL-411289,ASEG-100355,Vehículos,2024-09-28,2025-09-28,1082.72,56494.0,2000.0,Agente Directo,Loja,Expirada
POL-538466,ASEG-100272,Salud,2024-04-05,2025-04-05,1191.8,2487.02,1000.0,Broker,Loja,Expirada
POL-932097,ASEG-100000,Vehículos,2024-09-22,2025-09-22,1242.02,33699.06,1000.0,Agente Directo,Loja,Expirada
POL-463727,ASEG-100090,Vehículos,2024-09-24,2025-09-24,1075.71,19509.24,500.0,Broker,Azogues,Expirada
POL-552618,ASEG-100443,Vehículos,2024-07-13,2025-07-13,969.88,25030.38,1000.0,Broker,Machala,Expirada
POL-936638,ASEG-100271,Hogar,2024-05-09,2025-05-09,1459.93,8891.31,2000.0,Banca Seguros,Azogues,Expirada
POL-348814,ASEG-100387,Vehículos,2024-09-14,2025-09-14,1245.61,34436.52,1000.0,Banca Seguros,Machala,Expirada
POL-944102,ASEG-100297,Vehículos,2024-10-22,2025-10-22,1462.76,83670.5,2000.0,Agente Directo,Zamora,Expirada
POL-689901,ASEG-100145,Vehículos,2024-10-17,2025-10-17,1398.46,40403.59,2000.0,Web Aseguradora,Zamora,Expirada
POL-901083,ASEG-100438,Vehículos,2024-06-22,2025-06-22,1269.64,49494.62,1000.0,Web Aseguradora,Loja,Expirada
POL-396224,ASEG-100065,Vehículos,2024-12-17,2025-12-17,1455.65,18794.97,500.0,Broker,Machala,Expirada
POL-682178,ASEG-100444,Vehículos,2025-02-08,2026-02-08,1140.31,62984.05,2000.0,Banca Seguros,Azogues,Expirada
POL-596298,ASEG-100460,Vehículos,2024-06-03,2025-06-03,1330.46,11043.9,500.0,Broker,Azogues,Expirada
POL-253005,ASEG-100428,Salud,2024-12-16,2025-12-16,1190.6,3434.51,2000.0,Agente Directo,Zamora,Expirada
POL-985924,ASEG-100081,Vehículos,2024-07-09,2025-07-09,972.5,14812.73,500.0,Web Aseguradora,Machala,Expirada
POL-631565,ASEG-100079,Vehículos,2024-11-14,2025-11-14,1161.91,66372.19,2000.0,Agente Directo,Zamora,Expirada
POL-630998,ASEG-100101,Vehículos,2024-10-22,2025-10-22,1117.17,48660.26,1000.0,Banca Seguros,Loja,Expirada
POL-926665,ASEG-100283,Vehículos,2024-10-31,2025-10-31,1101.51,83487.16,2000.0,Banca Seguros,Machala,Expirada
POL-302669,ASEG-100126,Vehículos,2024-09-23,2025-09-23,1523.17,20080.64,1000.0,Broker,Machala,Expirada
POL-620020,ASEG-100126,Vehículos,2024-10-19,2025-10-19,984.45,42582.47,1000.0,Agente Directo,Machala,Expirada
POL-439828,ASEG-100096,Vehículos,2024-08-11,2025-08-11,1257.0,92710.92,2000.0,Web Aseguradora,Cuenca,Expirada
POL-971295,ASEG-100408,Vehículos,2024-09-16,2025-09-16,1434.51,12445.07,500.0,Broker,Zamora,Expirada
POL-165565,ASEG-100085,Vehículos,2024-11-24,2025-11-24,1628.0,81206.41,2000.0,Banca Seguros,Zamora,Expirada
POL-936543,ASEG-100024,Vehículos,2024-11-16,2025-11-16,1412.31,11690.64,500.0,Banca Seguros,Loja,Expirada
POL-296960,ASEG-100316,Vehículos,2024-08-15,2025-08-15,1362.87,15059.7,500.0,Agente Directo,Zamora,Expirada
POL-501692,ASEG-100076,Salud,2024-08-10,2025-08-10,1134.68,321.36,1000.0,Agente Directo,Cuenca,Expirada
POL-525224,ASEG-100146,Vehículos,2024-09-19,2025-09-19,1306.78,40008.52,1000.0,Web Aseguradora,Zamora,Expirada
POL-355085,ASEG-100117,Vehículos,2024-08-30,2025-08-30,1021.9,21139.68,500.0,Broker,Machala,Expirada
POL-830729,ASEG-100063,Vehículos,2024-04-23,2025-04-23,1538.6,32370.23,1000.0,Broker,Zamora,Expirada
POL-651948,ASEG-100163,Vehículos,2024-01-01,2024-12-31,1354.5,38687.19,1000.0,Web Aseguradora,Loja,Expirada
POL-424358,ASEG-100236,Vehículos,2024-05-07,2025-05-07,1282.93,10639.35,500.0,Agente Directo,Loja,Expirada
POL-131478,ASEG-100021,Vehículos,2024-08-12,2025-08-12,1346.27,29007.1,1000.0,Banca Seguros,Loja,Expirada
